2014-06-10 17:53:44.242|0.0|0.0|100.0|995|287|708|1.58|0.90|0.00|0.00
2014-06-10 17:53:49.733|0.0|0.0|100.0|995|287|708|1.58|0.90|0.26|0.04
2014-06-10 17:53:55.288|0.0|0.0|100.0|995|285|709|1.58|0.90|0.00|0.00
2014-06-10 17:54:00.852|0.0|0.0|100.0|995|285|709|1.58|0.90|0.00|0.00
2014-06-10 17:54:06.386|1.9|0.0|98.0|995|285|709|1.58|0.90|0.00|0.00
2014-06-10 17:54:11.893|0.0|0.0|100.0|995|285|709|1.58|0.90|0.24|0.00
2014-06-10 17:54:17.392|0.0|0.0|100.0|995|285|709|1.58|0.90|0.00|0.00
2014-06-10 17:54:22.896|0.0|0.0|100.0|995|285|709|1.58|0.90|0.00|0.00
2014-06-10 17:54:28.397|0.0|0.0|100.0|995|285|709|1.58|0.90|0.00|0.00
2014-06-10 17:54:33.907|3.9|1.9|94.1|995|285|709|1.58|0.90|0.10|0.00
2014-06-10 17:54:39.410|0.0|0.0|100.0|995|285|709|1.58|0.90|0.00|0.00
2014-06-10 17:54:44.978|0.0|0.0|100.0|995|285|709|1.58|0.90|0.00|0.00
2014-06-10 17:54:50.509|0.0|0.0|100.0|995|285|709|1.58|0.90|0.00|0.00
2014-06-10 17:54:56.030|0.0|0.0|100.0|995|285|709|1.58|0.90|0.00|0.00
2014-06-10 17:55:01.530|0.0|0.0|100.0|995|285|709|1.58|0.90|0.54|0.71
2014-06-10 17:55:07.207|89.7|2.0|8.1|995|286|708|1.58|0.91|1.08|1.41
2014-06-10 17:55:13.071|100.0|0.0|0.0|995|286|709|1.58|0.91|1.68|1.42
2014-06-10 17:55:18.930|89.7|0.0|10.2|995|286|708|1.58|0.91|2.68|2.12
2014-06-10 17:55:24.762|100.0|0.0|0.0|995|290|704|1.58|0.91|6.42|30.43
2014-06-10 17:55:30.534|98.0|2.0|0.0|995|289|706|1.58|0.91|4.61|5.41
2014-06-10 17:55:36.198|2.0|2.0|96.0|995|287|708|1.58|0.91|1.46|0.00
2014-06-10 17:55:41.738|6.1|2.0|91.8|995|287|708|1.58|0.91|0.18|0.00
2014-06-10 17:55:47.267|1.9|0.0|98.0|995|287|708|1.58|0.91|0.23|0.00
2014-06-10 17:55:52.788|0.0|0.0|95.9|995|287|708|1.58|0.91|2.57|0.00
2014-06-10 17:55:58.315|0.0|0.0|100.0|995|287|708|1.58|0.91|0.18|0.00
2014-06-10 17:56:03.807|0.0|0.0|98.0|995|287|708|1.58|0.91|0.00|0.00
2014-06-10 17:56:09.186|98.0|2.0|0.0|995|288|706|1.58|0.92|2.01|1.12
2014-06-10 17:56:14.911|98.0|2.0|0.0|995|293|701|1.58|0.92|1.38|0.55
2014-06-10 17:56:20.714|100.0|0.0|0.0|995|299|696|1.58|0.92|1.38|0.55
